1	1.046	0.95699	0.63663	0.60289	0.43783	0.54175	0.38568	0.46311	0.5115	0.7424	0	0.53103	0.59793	0.53457	0.52921	0.61135	0.36345	0.61135	0.39687	0.54988	0.50246	0.40678
1	1.0395	0.95671	0.63392	0.60335	0.43692	0.5398	0.38387	0.45821	0.50513	0.73781	0	0.52733	0.59516	0.52803	0.52302	0.59469	0.3507	0.59469	0.37463	0.54473	0.49271	0.39924
1	1.0396	0.9564	0.63599	0.60329	0.43818	0.53847	0.38337	0.46041	0.50585	0.73836	0	0.52982	0.59593	0.52941	0.52878	0.59327	0.35047	0.59327	0.38005	0.54521	0.49285	0.39866
1	1.0377	0.95076	0.62964	0.59921	0.42922	0.5197	0.37013	0.44449	0.49021	0.73244	0	0.53102	0.59236	0.52334	0.52385	0.58314	0.3455	0.58314	0.38077	0.53892	0.48928	0.39859
1	1.0277	0.95152	0.62818	0.59847	0.42973	0.51884	0.36997	0.44056	0.48969	0.73007	0	0.52849	0.59095	0.52136	0.5205	0.58284	0.34399	0.58284	0.38158	0.53831	0.48569	0.39839
1	1.0318	0.95745	0.63013	0.60187	0.43159	0.52273	0.37213	0.44469	0.49485	0.735	0	0.53205	0.59474	0.52381	0.52263	0.58717	0.33887	0.58717	0.37562	0.54048	0.48783	0.39964
1	1.0257	0.94855	0.62635	0.5968	0.4269	0.51889	0.36865	0.44067	0.49115	0.72927	0	0.52741	0.59506	0.52033	0.52034	0.58242	0.34043	0.58242	0.37488	0.53769	0.48435	0.3993
1	1.0239	0.94333	0.62895	0.5952	0.42536	0.51648	0.36827	0.43742	0.49004	0.72532	0	0.52387	0.5938	0.51911	0.51547	0.57923	0.33902	0.57923	0.37285	0.53923	0.48282	0.39807
1	1.0205	0.94202	0.62831	0.5977	0.42857	0.51632	0.37011	0.43942	0.48898	0.72583	0	0.52293	0.59207	0.51823	0.51418	0.58478	0.3392	0.58478	0.37549	0.54243	0.48156	0.39585
1	1.029	0.94684	0.6324	0.59998	0.43139	0.52225	0.37438	0.44259	0.49222	0.72878	0	0.52726	0.59458	0.52217	0.51697	0.58978	0.34244	0.58978	0.3769	0.54402	0.48539	0.39661
1	1.0288	0.94332	0.6299	0.59476	0.42813	0.52097	0.37276	0.43803	0.48963	0.72547	0	0.5233	0.59124	0.52054	0.51678	0.58398	0.34004	0.58398	0.37712	0.54164	0.48418	0.39602
1	1.0243	0.94102	0.62845	0.59246	0.42783	0.52084	0.37126	0.43538	0.48944	0.72463	0	0.5205	0.59159	0.51833	0.51432	0.58263	0.34009	0.58263	0.37554	0.54047	0.4834	0.39709
1	1.0274	0.943	0.63101	0.59252	0.42948	0.52197	0.37427	0.43841	0.49109	0.72723	0	0.52363	0.59401	0.51971	0.51616	0.58772	0.34075	0.58772	0.37677	0.54016	0.48336	0.39944
1	1.0274	0.94333	0.63062	0.59237	0.43213	0.52223	0.37359	0.43964	0.49168	0.72818	0	0.52474	0.5946	0.52188	0.5162	0.59113	0.34119	0.59113	0.37726	0.54012	0.48281	0.39708
1	1.0347	0.95337	0.63275	0.59676	0.43507	0.52651	0.37777	0.44218	0.49631	0.72995	0	0.52822	0.59924	0.52515	0.51958	0.59491	0.34352	0.59491	0.37825	0.54402	0.48679	0.39923
1	1.0317	0.9493	0.63272	0.59409	0.43295	0.52423	0.3746	0.44014	0.49526	0.7289	0	0.52698	0.59679	0.52322	0.51896	0.59332	0.34449	0.59332	0.37987	0.54291	0.48685	0.39739
1	1.0271	0.94586	0.63083	0.59278	0.43087	0.52404	0.37223	0.43564	0.49078	0.724	0	0.52262	0.59233	0.52053	0.51582	0.59075	0.34316	0.59075	0.37639	0.54159	0.48525	0.3963
1	1.0337	0.94837	0.63104	0.59533	0.43284	0.52904	0.37569	0.44112	0.49771	0.73199	0	0.5269	0.5963	0.52342	0.5187	0.59583	0.34466	0.59583	0.37859	0.54417	0.4877	0.3996
1	1.036	0.9511	0.63608	0.5989	0.43322	0.5281	0.37668	0.44248	0.49855	0.73407	0	0.52811	0.59764	0.52542	0.52093	0.59493	0.34444	0.59493	0.3797	0.54532	0.49191	0.40005
1	1.0378	0.9513	0.63511	0.59785	0.43325	0.52725	0.37759	0.444	0.49863	0.73351	0	0.52924	0.59843	0.52723	0.52179	0.59832	0.34532	0.59832	0.38066	0.54717	0.49183	0.39922
1	1.0368	0.95237	0.63631	0.5978	0.43321	0.52749	0.3768	0.44646	0.49851	0.73687	0	0.53039	0.59772	0.5278	0.52217	0.59794	0.34434	0.59794	0.38111	0.54651	0.49342	0.39925
1	1.0264	0.94396	0.63398	0.59333	0.43099	0.5225	0.37319	0.44388	0.4933	0.73121	0	0.52731	0.59456	0.52628	0.52059	0.59688	0.34327	0.59688	0.38053	0.54724	0.4918	0.3991
1	1.024	0.94353	0.63387	0.59474	0.42974	0.52235	0.37346	0.44671	0.49316	0.73264	0	0.52637	0.5952	0.5249	0.51928	0.59397	0.34344	0.59397	0.37879	0.54627	0.4906	0.39773
1	1.0224	0.94512	0.63408	0.59495	0.43027	0.52209	0.37361	0.44782	0.49293	0.73206	0	0.52445	0.59446	0.52463	0.51907	0.58865	0.3437	0.58865	0.38015	0.54428	0.49034	0.3961
1	1.0202	0.94222	0.6316	0.59394	0.4274	0.5226	0.37236	0.44673	0.49051	0.72999	0	0.5232	0.59265	0.52196	0.51756	0.58724	0.3432	0.58724	0.37848	0.54285	0.48729	0.39613
1	1.025	0.94818	0.6334	0.59764	0.4328	0.52578	0.37554	0.45299	0.49367	0.73471	0	0.52721	0.59656	0.52679	0.51949	0.59205	0.34309	0.59205	0.37912	0.54492	0.48936	0.39765
1	1.0257	0.95064	0.63188	0.59725	0.43244	0.5259	0.37835	0.45254	0.49223	0.73438	0	0.52694	0.59632	0.52577	0.51859	0.58824	0.34488	0.58824	0.37985	0.5438	0.4918	0.3987
1	1.0242	0.95027	0.63342	0.59591	0.43222	0.52744	0.37882	0.45294	0.49123	0.73489	0	0.5265	0.59791	0.52652	0.51837	0.58919	0.34009	0.58919	0.38081	0.54564	0.49041	0.39819
1	1.0303	0.94968	0.63172	0.59836	0.43372	0.52522	0.37814	0.45186	0.49074	0.73614	0	0.52597	0.59757	0.52823	0.5185	0.59049	0.34194	0.59049	0.38152	0.54418	0.49088	0.39953
1	1.0281	0.95224	0.63288	0.59567	0.43207	0.52489	0.38023	0.45082	0.48831	0.73594	0	0.52456	0.59665	0.52542	0.51771	0.58932	0.34189	0.58932	0.37938	0.54317	0.49005	0.39781
1	1.0431	0.95188	0.64198	0.60604	0.44299	0.53398	0.3842	0.45407	0.4883	0.73497	0	0.52855	0.59479	0.5309	0.52149	0.59657	0.36416	0.59657	0.37541	0.5537	0.49772	0.39839
1	1.0398	0.95186	0.64147	0.60589	0.44249	0.53174	0.38601	0.45213	0.48927	0.73746	0	0.52484	0.59514	0.52721	0.52051	0.59258	0.34679	0.59258	0.37434	0.54298	0.49442	0.3979
1	1.0378	0.94903	0.6412	0.60153	0.43864	0.53058	0.38306	0.44865	0.49074	0.73445	0	0.52463	0.5935	0.52727	0.51886	0.59047	0.346	0.59047	0.3747	0.54311	0.49388	0.39836
1	1.0433	0.95316	0.64048	0.60254	0.44147	0.53158	0.38373	0.45019	0.49419	0.73643	0	0.52782	0.59571	0.52997	0.52073	0.59552	0.34609	0.59552	0.37716	0.54689	0.49519	0.39994
1	1.0404	0.94882	0.64025	0.60127	0.44085	0.5315	0.38557	0.44919	0.49203	0.73663	0	0.52714	0.59522	0.52822	0.52102	0.59706	0.344	0.59706	0.37602	0.54596	0.49703	0.3993
1	1.0336	0.94073	0.63913	0.60063	0.43742	0.53157	0.38251	0.44444	0.49102	0.73525	0	0.52403	0.59343	0.52722	0.51941	0.59618	0.34299	0.59618	0.37554	0.54389	0.49382	0.39836
1	1.0363	0.94481	0.64127	0.59853	0.43453	0.53082	0.38369	0.44649	0.49282	0.736	0	0.52494	0.59433	0.5287	0.52131	0.59758	0.34615	0.59758	0.3772	0.54515	0.49088	0.39971
1	1.0343	0.94676	0.63994	0.60059	0.43498	0.5283	0.38281	0.4432	0.49204	0.73676	0	0.52498	0.59369	0.52832	0.52102	0.59579	0.34477	0.59579	0.37771	0.54612	0.49068	0.39919
1	1.0322	0.94906	0.6393	0.60162	0.43518	0.52848	0.38252	0.4443	0.49517	0.73853	0	0.52686	0.59475	0.52793	0.52107	0.59716	0.3464	0.59716	0.37969	0.54875	0.49329	0.39824
1	1.0368	0.95042	0.63781	0.60274	0.43668	0.52831	0.38151	0.44579	0.49547	0.73905	0	0.52819	0.5959	0.52852	0.5219	0.5966	0.34822	0.5966	0.37867	0.54936	0.4945	0.3976
1	1.0398	0.94788	0.63934	0.60245	0.43744	0.52995	0.38189	0.44642	0.49715	0.7415	0	0.52935	0.59684	0.52987	0.52228	0.59754	0.34795	0.59754	0.37603	0.55164	0.49422	0.39652
1	1.0344	0.94402	0.63831	0.59989	0.43479	0.52894	0.3809	0.44231	0.49483	0.73951	0	0.52722	0.59462	0.52579	0.51997	0.59608	0.3484	0.59608	0.37505	0.54947	0.49481	0.3957
1	1.0363	0.95201	0.63865	0.59957	0.43655	0.5307	0.38046	0.44373	0.49478	0.74114	0	0.53074	0.59568	0.52809	0.5207	0.59883	0.34758	0.59883	0.37424	0.55097	0.49545	0.39633
1	1.0362	0.95073	0.63725	0.59969	0.43485	0.52951	0.38058	0.44383	0.49488	0.74137	0	0.53011	0.5952	0.52693	0.52052	0.6005	0.34824	0.6005	0.37852	0.55075	0.49519	0.39573
1	1.0344	0.95363	0.63665	0.59938	0.43415	0.53017	0.3804	0.44484	0.49521	0.74139	0	0.53045	0.59574	0.52661	0.51977	0.59989	0.3483	0.59989	0.37776	0.55375	0.49414	0.39655
1	1.0368	0.95664	0.63705	0.60108	0.43598	0.52975	0.38092	0.44624	0.49523	0.74375	0	0.53076	0.59485	0.52848	0.52097	0.60416	0.34739	0.60416	0.37901	0.55654	0.49307	0.39659
