1	0.36546	0.57861	0.6067	0.50449	0.39047	0.57147	0.36315	0.45727	0.43717	0.58124	0	0.25701	0.39877	0.42061	0.52405	0.56423	0.32802	0.55137	0.62386	0.49943	0.31073	0.34466
1	0.36525	0.57195	0.60118	0.50396	0.39452	0.57276	0.35903	0.45633	0.43519	0.58007	0	0.25614	0.39674	0.41991	0.52515	0.56505	0.3329	0.55481	0.62352	0.49975	0.30846	0.34515
1	0.36527	0.57264	0.60107	0.50228	0.38922	0.57417	0.3592	0.46052	0.43597	0.58206	0	0.25734	0.39806	0.42034	0.52324	0.56604	0.32944	0.55211	0.623	0.50183	0.30775	0.34458
1	0.3542	0.55609	0.59072	0.49637	0.38578	0.56813	0.35375	0.45167	0.42705	0.57261	0	0.25404	0.3931	0.41465	0.51384	0.55992	0.33111	0.54182	0.6174	0.49513	0.30428	0.34214
1	0.35248	0.55353	0.58771	0.49013	0.38358	0.56105	0.34971	0.44866	0.42082	0.56866	0	0.25177	0.38994	0.41139	0.50939	0.55766	0.32265	0.54097	0.61207	0.4953	0.29547	0.34237
1	0.35511	0.55756	0.58836	0.49699	0.3884	0.56674	0.35344	0.45695	0.42674	0.57388	0	0.25415	0.39485	0.41429	0.51261	0.56244	0.32275	0.541	0.61414	0.49751	0.29716	0.34516
1	0.35477	0.55373	0.58324	0.49613	0.39329	0.57116	0.35584	0.46332	0.42741	0.57503	0	0.25514	0.39671	0.41579	0.51324	0.56513	0.32541	0.54329	0.61675	0.50062	0.29822	0.34777
1	0.34816	0.5523	0.58134	0.49801	0.38975	0.57109	0.35506	0.46114	0.42279	0.57153	0	0.25383	0.39539	0.41505	0.5116	0.56081	0.32893	0.54156	0.61562	0.49956	0.29565	0.34783
1	0.34515	0.54733	0.57478	0.49765	0.3949	0.57284	0.35463	0.45919	0.42109	0.57069	0	0.25328	0.39399	0.4139	0.50743	0.55795	0.32949	0.54213	0.61731	0.49842	0.29835	0.34839
1	0.34884	0.55734	0.57857	0.50386	0.39955	0.58113	0.35738	0.45627	0.42524	0.57122	0	0.25467	0.39538	0.41439	0.50807	0.55989	0.33185	0.5443	0.61934	0.50599	0.30153	0.35458
1	0.34977	0.56318	0.58464	0.50657	0.39615	0.58425	0.35813	0.45031	0.42311	0.5741	0	0.25566	0.39659	0.41751	0.51119	0.56262	0.33103	0.54504	0.62368	0.50522	0.30123	0.34825
1	0.34876	0.56037	0.57505	0.50386	0.3953	0.58077	0.35877	0.4461	0.42183	0.56952	0	0.2531	0.3943	0.41658	0.50981	0.5634	0.33137	0.54508	0.62231	0.50594	0.29819	0.34529
1	0.3506	0.56422	0.5791	0.50808	0.3944	0.58308	0.35955	0.44559	0.42117	0.5735	0	0.25327	0.39583	0.41922	0.5089	0.56388	0.32412	0.54392	0.62372	0.50543	0.3	0.33982
1	0.35037	0.56335	0.58157	0.50835	0.39348	0.58306	0.35849	0.44289	0.41936	0.57389	0	0.25261	0.39749	0.42067	0.50857	0.56157	0.32496	0.54286	0.62418	0.50582	0.2987	0.33919
1	0.35009	0.55919	0.57794	0.51103	0.39383	0.58925	0.35981	0.44486	0.42509	0.57125	0	0.25305	0.39932	0.42157	0.51039	0.56274	0.32388	0.54329	0.62468	0.50549	0.30035	0.33611
1	0.34921	0.55728	0.57744	0.50968	0.38458	0.58722	0.35403	0.43717	0.42045	0.56526	0	0.24982	0.39356	0.41474	0.50487	0.55847	0.32464	0.53556	0.61225	0.50742	0.30214	0.33884
1	0.34662	0.55809	0.57545	0.50701	0.38409	0.57768	0.35208	0.43193	0.41872	0.56653	0	0.24958	0.39201	0.41133	0.50395	0.55606	0.31876	0.53358	0.60832	0.50104	0.29963	0.32668
1	0.34376	0.55862	0.58524	0.50368	0.3828	0.57787	0.35249	0.43277	0.41838	0.56642	0	0.25002	0.39162	0.41055	0.50498	0.55611	0.32376	0.5346	0.60739	0.50311	0.30069	0.33088
1	0.34808	0.56212	0.58582	0.50333	0.38271	0.59497	0.35556	0.43567	0.41999	0.56765	0	0.25034	0.39197	0.41217	0.50886	0.55961	0.32025	0.53895	0.61108	0.50574	0.3006	0.32754
1	0.35332	0.56357	0.57946	0.50398	0.38571	0.59318	0.35593	0.4445	0.42565	0.57238	0	0.25237	0.39384	0.41569	0.50844	0.56172	0.32485	0.54232	0.61402	0.51334	0.3046	0.33202
